,,,SpineMid,,,Neck,,,Head,,,ShoulderLeft,,,ElbowLeft,,,WristLeft,,,HandLeft,,,ShoulderRight,,,ElbowRight,,,WristRight,,,HandRight,,,SpineShoulder,,
14:32.4,168478,0,0.14471,-0.098429,0.947,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.148844,0.061275,0.974
14:32.5,168512,0,0.096498,-0.129356,0.951,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.169318,-0.001398,1.108
14:32.5,168545,0,0.10314,-0.123902,0.956,0.457841,-0.160807,1.377,0.076629,0.318821,0.755,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.184201,-0.00854,1.112
14:32.5,168578,0,0.125944,-0.110115,0.943,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.143179,0.061527,0.978
14:32.6,168611,0,0.139218,-0.117153,0.951,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.042481,0.973
14:32.6,168645,0,0.108818,-0.123384,0.952,-0.106271,0.259931,1.359,0.076629,0.318821,0.755,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.255562,0.012865,1.112
14:32.6,168679,0,0.139364,-0.117276,0.952,-0.106037,0.259357,1.356,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.124095,0.042612,0.976
14:32.6,168711,0,0.145627,-0.111284,0.953,0.456178,-0.160223,1.372,0.076426,0.317976,0.753,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.261516,0.012807,1.107
14:32.7,168744,0,0.11529,-0.117644,0.955,-0.07123,0.259356,1.356,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.117832,0.042613,0.976
14:32.7,168778,0,0.145169,-0.092644,0.95,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.14274,0.067595,0.975
14:32.8,168811,0,0.121671,-0.142456,0.957,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.118314,0.023921,0.98
14:32.8,168844,0,0.102062,-0.116535,0.946,-0.071545,0.260503,1.362,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.124096,0.048876,0.976
14:32.8,168878,0,0.114323,-0.128813,0.947,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.130225,0.030055,0.975
14:32.8,168911,0,0.133674,-0.129902,0.955,0.457176,-0.160573,1.375,0.076934,0.320088,0.758,,,,0.288315,-0.176663,0.805,,,,,,,,,,,,,,,,,,,0.255791,-0.001408,1.113
14:32.9,168946,0,0.139803,-0.123774,0.955,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,0.288674,-0.176883,0.806,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.262461,0.012853,1.111
14:32.9,168976,0,0.127546,-0.117645,0.955,-0.106271,0.259931,1.359,0.076731,0.319243,0.756,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.176588,0.005717,1.109
14:33.0,169011,0,0.120401,-0.104505,0.947,0.457176,-0.160573,1.375,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.142886,0.061401,0.976
14:33.0,169045,0,0.126212,-0.09822,0.945,-0.071387,0.25993,1.359,0.076934,0.320088,0.758,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.189789,0.019842,1.103
14:33.0,169077,0,0.096193,-0.141116,0.948,0.457176,-0.160573,1.375,0.057249,0.318822,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.111682,0.017578,0.977
14:33.0,169110,0,0.09453,-0.107183,0.827,0.457176,-0.160573,1.375,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.108456,0.031768,0.853
14:33.1,169146,0,0.10489,-0.10163,0.825,0.457841,-0.160807,1.377,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.108456,0.037242,0.853
14:33.1,169178,0,0.115772,-0.130446,0.959,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.139734,0.04093,1.099
14:33.1,169211,0,0.138486,-0.110466,0.946,0.457841,-0.160807,1.377,0.057173,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.135923,0.054856,0.971
14:33.2,169245,0,0.150627,-0.116537,0.946,-0.071545,0.260503,1.362,0.076832,0.319665,0.757,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.275226,0.019874,1.105
14:33.2,169279,0,0.133814,-0.130038,0.956,0.45618,-0.125005,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.03024,0.981
14:33.2,169311,0,0.133115,-0.117153,0.951,0.456178,-0.160223,1.372,0.076934,0.320088,0.758,,,,0.267984,-0.176882,0.806,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.176588,0.005717,1.109
14:33.3,169345,0,0.113962,-0.110232,0.944,0.454516,-0.159639,1.367,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.211348,0.061272,0.974
14:33.3,169377,0,0.138632,-0.11666,0.947,0.454516,-0.159639,1.367,0.077035,0.32051,0.759,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.175951,0.005697,1.105
14:33.3,169411,0,0.145169,-0.098741,0.95,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.136343,0.067526,0.974
14:33.4,169446,0,0.127414,-0.099156,0.954,-0.106271,0.259931,1.359,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.136483,0.067595,0.975
14:33.4,169479,0,0.138778,-0.122867,0.948,0.457176,-0.160573,1.375,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.137042,0.049025,0.979
14:33.5,169512,0,0.144863,-0.098533,0.948,0.455181,-0.159872,1.369,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.231209,0.090212,1.098
14:33.5,169544,0,0.150947,-0.09245,0.948,0.455181,-0.159872,1.369,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.141862,0.067179,0.969
14:33.5,169577,0,0.133395,-0.111283,0.953,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.199255,0.055135,0.976
14:33.5,169611,0,0.115289,-0.129901,0.955,0.455181,-0.159872,1.369,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.124095,0.036349,0.976
14:33.6,169646,0,0.126611,-0.12895,0.948,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.117711,0.042569,0.975
14:33.6,169678,0,0.114323,-0.122736,0.947,0.454518,-0.124549,1.367,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.123968,0.042569,0.975
14:33.6,169711,0,0.10836,-0.128949,0.948,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.130626,0.042699,0.978
14:33.7,169745,0,0.108247,-0.116659,0.947,0.457176,-0.160573,1.375,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.192596,0.055023,0.974
14:33.7,169780,0,0.095888,-0.140669,0.945,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.118194,0.036461,0.979
14:33.8,169811,0,0.133675,-0.111517,0.955,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,0.28939,-0.177322,0.808,,,,,,,,,,,,,,,,,,,0.261044,0.019875,1.105
14:33.8,169846,0,0.145168,-0.104837,0.95,0.457176,-0.160573,1.375,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.13036,0.061402,0.976
14:33.8,169879,0,0.127546,-0.123774,0.955,0.457176,-0.160573,1.375,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.123841,0.036275,0.974
14:33.9,169913,0,0.108475,-0.116905,0.949,0.456178,-0.160223,1.372,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.042481,0.973
14:33.9,169945,0,0.138925,-0.122996,0.949,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.048976,0.978
14:33.9,169979,0,0.133675,-0.117645,0.955,0.456178,-0.160223,1.372,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.130092,0.042525,0.974
14:33.9,170011,0,0.139511,-0.117399,0.953,0.457841,-0.160807,1.377,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.136902,0.042699,0.978
14:34.0,170044,0,0.138486,-0.104395,0.946,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.148844,0.061275,0.974
14:34.0,170076,0,0.127145,-0.141712,0.952,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.162206,-0.029839,1.108
14:34.0,170111,0,0.097005,-0.123902,0.956,0.455181,-0.159872,1.369,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.131294,0.042918,0.983
14:34.1,170145,0,0.103032,-0.129901,0.955,-0.071545,0.260503,1.362,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.13116,0.042874,0.982
14:34.1,170181,0,0.144709,-0.11666,0.947,-0.071545,0.260503,1.362,0.076629,0.318821,0.755,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.183539,0.019932,1.108
14:34.1,170211,0,0.139218,-0.11105,0.951,0.458838,-0.161157,1.38,0.076528,0.318399,0.754,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.189961,0.01986,1.104
14:34.2,170244,0,0.127011,-0.135461,0.951,0.457176,-0.160573,1.375,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.137041,0.030178,0.979
14:34.2,170278,0,0.133395,-0.123515,0.953,0.457176,-0.160573,1.375,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.125113,0.042962,0.984
14:34.2,170311,0,0.09599,-0.128676,0.946,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.117832,0.036349,0.976
14:34.3,170345,0,0.096194,-0.116781,0.948,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.033763,0.103838,1.093
14:34.3,170378,0,0.121036,-0.129494,0.952,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.124476,0.030178,0.979
14:34.3,170410,0,0.132835,-0.129086,0.949,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.124858,0.042874,0.982
14:34.4,170444,0,0.138633,-0.110583,0.947,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.136903,0.061527,0.978
14:34.4,170477,0,0.133394,-0.135746,0.953,0.458838,-0.161157,1.38,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.041149,0.076475,1.103
14:34.5,170513,0,0.133394,-0.12963,0.953,0.455181,-0.159872,1.369,0.077035,0.32051,0.759,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.253952,-0.001398,1.105
14:34.5,170545,0,0.104635,-0.117228,0.823,-0.071545,0.260503,1.362,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.092034,0.031769,0.853
14:34.5,170578,0,0.138925,-0.110817,0.949,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.175633,0.012764,1.103
14:34.6,170613,0,0.132833,-0.153446,0.949,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.118435,0.023945,0.981
14:34.6,170645,0,0.133534,-0.135888,0.954,-0.071545,0.260503,1.362,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.247084,-0.008497,1.106
14:34.6,170679,0,0.114443,-0.1472,0.948,-0.071545,0.260503,1.362,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.12473,0.023945,0.981
14:34.7,170712,0,0.108246,-0.128813,0.947,0.457176,-0.160573,1.375,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.207202,0.049272,0.984
14:34.7,170745,0,0.145015,-0.110817,0.949,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.190306,0.019896,1.106
14:34.7,170777,0,0.114083,-0.104284,0.945,-0.071545,0.260503,1.362,0.076629,0.318821,0.755,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.183208,0.026994,1.106
14:34.8,170812,0,0.145015,-0.122997,0.949,-0.071387,0.25993,1.359,0.076731,0.319243,0.756,,,,0.257011,-0.189482,0.773,,,,,,,,,,,,,,,,,,,0.183705,0.012834,1.109
14:34.8,170845,0,0.127679,-0.136173,0.956,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,0.256679,-0.189237,0.772,,,,,,,,,,,,,,,,,,,0.176587,-0.0014,1.109
14:34.8,170877,0,0.102168,-0.140967,0.947,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,0.267984,-0.176882,0.806,,,,0.150243,-0.27487,0.736,,,,,,,,,,,,,0.169929,-0.008539,1.112
14:34.9,170913,0,0.145168,-0.104837,0.95,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.183374,0.027018,1.107
14:34.9,170945,0,0.107675,-0.116043,0.942,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.048725,0.973
14:34.9,170977,0,0.132275,-0.122478,0.945,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.11747,0.042482,0.973
14:35.0,171012,0,0.127013,-0.111049,0.951,-0.071545,0.260503,1.362,0.076731,0.319243,0.756,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.169166,0.019915,1.107
14:35.0,171043,0,0.102277,-0.128949,0.948,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.176428,-0.001398,1.108
14:35.0,171077,0,0.151424,-0.098845,0.951,0.457176,-0.160573,1.375,0.076528,0.318399,0.754,,,,0.268317,-0.177101,0.807,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.19065,0.027042,1.108
14:35.1,171113,0,0.131996,-0.104064,0.943,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.142886,0.061401,0.976
14:35.1,171145,0,0.144404,-0.11035,0.945,0.458838,-0.161157,1.38,0.076528,0.318399,0.754,,,,0.267984,-0.176882,0.806,,,,0.129923,-0.271881,0.728,,,,,,,,,,,,,0.18354,0.027043,1.108
14:35.1,171177,0,0.156533,-0.104286,0.945,0.456178,-0.160223,1.372,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.155413,0.067664,0.976
14:35.1,171210,0,0.127546,-0.123774,0.955,0.457841,-0.160807,1.377,0.076629,0.318821,0.755,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.176269,-0.001397,1.107
14:35.2,171243,0,0.139071,-0.11703,0.95,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.205518,0.048872,0.976
14:35.2,171277,0,0.114687,-0.092643,0.95,0.457176,-0.160573,1.375,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.148844,0.067526,0.974
14:35.2,171311,0,0.14578,-0.105279,0.954,0.493187,-0.160808,1.377,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.1423,0.054912,0.972
14:35.3,171344,0,0.108361,-0.110698,0.948,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,0.267984,-0.176882,0.806,,,,0.150243,-0.27487,0.736,,,,,,,,,,,,,0.260572,0.019839,1.103
14:35.3,171379,0,0.145016,-0.098637,0.949,0.455181,-0.159872,1.369,0.076528,0.318399,0.754,,,,0.257344,-0.189727,0.774,,,,0.129923,-0.271881,0.728,,,,,,,,,,,,,0.19065,0.034153,1.108
14:35.4,171413,0,0.139364,-0.117276,0.952,-0.10588,0.258975,1.354,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.137322,0.049125,0.981
14:35.4,171445,0,0.150149,-0.122219,0.943,0.455183,-0.124732,1.369,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.143471,0.055364,0.98
14:35.4,171478,0,0.107903,-0.122347,0.944,0.455181,-0.159872,1.369,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.136902,0.042699,0.978
14:35.5,171512,0,0.120919,-0.107055,0.826,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.173531,0.037108,0.85
14:35.5,171546,0,0.138485,-0.128678,0.946,0.456178,-0.160223,1.372,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.130225,0.042568,0.975
14:35.5,171580,0,0.139071,-0.129222,0.95,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.124349,0.036424,0.978
14:35.6,171612,0,0.127546,-0.129902,0.955,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.176428,-0.008509,1.108
14:35.6,171646,0,0.096091,-0.13489,0.947,-0.07086,0.292644,1.349,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.124349,0.030148,0.978
14:35.6,171679,0,0.10859,-0.117028,0.95,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,0.257676,-0.189972,0.775,,,,,,,,,,,,,,,,,,,0.26128,0.012795,1.106
14:35.6,171711,0,0.108475,-0.129085,0.949,0.457176,-0.160573,1.375,0.076528,0.318399,0.754,,,,0.268317,-0.177101,0.807,,,,0.150039,-0.274496,0.735,,,,,,,,,,,,,0.261043,-0.001398,1.105
14:35.7,171745,0,0.105144,-0.112491,0.827,0.458838,-0.161157,1.38,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.102861,0.031731,0.852
14:35.7,171778,0,0.108133,-0.110465,0.946,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.198642,0.054966,0.973
14:35.8,171811,0,0.151265,-0.104837,0.95,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.190306,0.019896,1.106
14:35.8,171845,0,0.145474,-0.105058,0.952,0.452855,-0.124094,1.362,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.199255,0.067662,0.976
14:35.8,171877,0,0.145321,-0.117153,0.951,0.454516,-0.159639,1.367,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.205729,0.055192,0.977
14:35.8,171911,0,0.132555,-0.110583,0.947,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.117591,0.055026,0.974
14:35.9,171943,0,0.133114,-0.141564,0.951,0.455183,-0.124732,1.369,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.124603,0.02392,0.98
14:35.9,171978,0,0.139218,-0.117153,0.951,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,0.28939,-0.177322,0.808,,,,,,,,,,,,,,,,,,,0.183042,0.005696,1.105
14:36.0,172011,0,0.126344,-0.134749,0.946,0.45618,-0.125005,1.372,0.076629,0.318821,0.755,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.161768,-0.015576,1.105
14:36.0,172043,0,0.126611,-0.12895,0.948,0.458838,-0.161157,1.38,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.117711,0.030055,0.975
14:36.0,172079,0,0.127546,-0.117645,0.955,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.137042,0.042743,0.979
14:36.1,172112,0,0.139364,-0.117276,0.952,0.455183,-0.124732,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.176587,-0.0014,1.109
14:36.1,172145,0,0.110584,-0.112627,0.828,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.114064,0.037286,0.854
14:36.1,172179,0,0.150628,-0.098325,0.946,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.196868,0.033998,1.103
14:36.2,172212,0,0.145168,-0.104837,0.95,0.455183,-0.124732,1.369,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.136483,0.055082,0.975
14:36.2,172244,0,0.120527,-0.135033,0.948,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.176747,-0.001401,1.11
14:36.2,172277,0,0.151424,-0.098845,0.951,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.274978,0.034025,1.104
14:36.2,172309,0,0.138925,-0.116906,0.949,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.182379,0.005676,1.101
14:36.3,172344,0,0.143639,-0.127862,0.94,0.45352,-0.124276,1.364,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.136342,0.042525,0.974
14:36.3,172377,0,0.102385,-0.116905,0.949,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.024006,0.03654,0.981
14:36.3,172410,0,0.114685,-0.129221,0.95,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.124222,0.030117,0.977
14:36.4,172444,0,0.145321,-0.11105,0.951,0.454516,-0.159639,1.367,0.076426,0.317976,0.753,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.260808,0.019857,1.104
14:36.4,172477,0,0.144251,-0.110233,0.944,0.45352,-0.124276,1.364,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.136763,0.061464,0.977
14:36.4,172511,0,0.108132,-0.122606,0.946,0.455183,-0.124732,1.369,0.076528,0.318399,0.754,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.176588,0.005717,1.109
14:36.5,172543,0,0.115198,-0.111947,0.823,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.16243,0.042513,0.849
14:36.5,172577,0,0.115758,-0.107184,0.827,-0.071124,0.258973,1.354,0.077035,0.32051,0.759,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.150216,0.005068,0.983
14:36.5,172611,0,0.151106,-0.098637,0.949,0.457176,-0.160573,1.375,0.057249,0.318822,0.755,,,,0.287957,-0.176444,0.804,,,,,,,,,,,,,,,,,,,0.196689,0.019824,1.102
14:36.6,172644,0,0.14471,-0.104506,0.947,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.005803,0.034285,1.112
14:36.6,172679,0,0.139218,-0.123256,0.951,-0.071387,0.25993,1.359,0.076629,0.318821,0.755,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.184035,-0.001402,1.111
14:36.7,172711,0,0.139364,-0.129494,0.952,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.199663,0.042696,0.978
14:36.7,172743,0,0.107904,-0.116289,0.944,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.205308,0.055079,0.975
14:36.7,172777,0,0.138486,-0.122608,0.946,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.136342,0.042525,0.974
14:36.8,172812,0,0.099715,-0.122956,0.826,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.162047,0.026107,0.847
14:36.8,172845,0,0.139657,-0.123644,0.954,0.458838,-0.161157,1.38,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.130358,0.036349,0.976
14:36.8,172879,0,0.108589,-0.129221,0.95,-0.106271,0.259931,1.359,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.137042,0.03646,0.979
14:36.9,172913,0,0.126344,-0.134749,0.946,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.186536,0.042566,0.975
14:36.9,172945,0,0.139218,-0.117153,0.951,0.457841,-0.160807,1.377,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.136902,0.048975,0.978
14:36.9,172979,0,0.120782,-0.123125,0.95,0.45618,-0.125005,1.372,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.137182,0.042786,0.98
14:36.9,173010,0,0.132136,-0.110232,0.944,0.456178,-0.160223,1.372,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.19141,0.054684,0.968
14:37.0,173043,0,0.139658,-0.086912,0.954,0.454516,-0.159639,1.367,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.136063,0.073625,0.972
14:37.0,173078,0,0.139364,-0.117276,0.952,0.458838,-0.161157,1.38,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.130893,0.049076,0.98
14:37.0,173111,0,0.114807,-0.098843,0.951,0.458838,-0.161157,1.38,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.245301,0.083165,1.098
14:37.1,173144,0,0.139071,-0.135319,0.95,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,0.267652,-0.176662,0.805,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.261279,-0.0014,1.106
14:37.1,173178,0,0.14471,-0.104506,0.947,-0.071124,0.258973,1.354,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.205308,0.067592,0.975
